Fight_ID,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_profit_on_a_100_credit_winnin_bet,Blue_profit_on_a_100_credit_winnin_bet
1296,Damian Grabowski,Chase Sherman,205,-245,Blue,Devin Clark,Mike Rodriguez,-105,-115,Red,95.23809524,86.95652174
1297,Kyle Bochniak,Jeremy Kennedy,245,-290,Blue,Fabricio Werdum,Alexander Volkov,-210,175,Blue,47.61904762,175
1298,Brian Kelleher,Marlon Vera,-235,195,Blue,Jimi Manuwa,Jan Blachowicz,-150,130,Blue,66.66666667,130
1299,Tim Johnson,Junior Albini,-280,240,Blue,Tom Duquesnoy,Terrion Ware,-430,345,Red,23.25581395,345
1300,Shane Burgos,Godofredo Pepey,-700,500,Red,Leon Edwards,Peter Sobotta,-190,165,Red,52.63157895,165
1301,Frankie Perez,Chris Wade,300,-360,Blue,John Phillips,Charles Byrd,-115,-105,Blue,86.95652174,95.23809524
1302,Gunnar Nelson,Santiago Ponzinibbio,-174,164,Blue,Danny Roberts,Oliver Enkamp,-130,110,Red,76.92307692,110
1303,Joanne Calderwood,Cynthia Calvillo,180,-220,Blue,Danny Henry,Hakeem Dawodu,240,-260,Red,240,38.46153846
1304,Stevie Ray,Paul Felder,-185,160,Blue,Paul Craig,Magomed Ankalaev,550,-800,Red,550,12.5
1305,Jack Marshman,Ryan Janes,-500,400,Red,Stevie Ray,Kajan Johnson,-210,175,Blue,47.61904762,175
1306,Khalil Rountree Jr.,Paul Craig,-145,125,Red,Mark Godbeer,Dmitry Sosnovskiy,220,-260,Blue,220,38.46153846
1307,James Mulheron,Justin Willis,130,-140,Blue,Cris Cyborg,Yana Kunitskaya,-1000,650,Red,10,650
1308,Danny Roberts,Bobby Nash,-190,165,Red,Frankie Edgar,Brian Ortega,-155,135,Blue,64.51612903,135
1309,Alexandre Pantoja,Neil Seery,-350,290,Red,Sean O'Malley,Andre Soukhamthath,-145,125,Red,68.96551724,125
1310,Charlie Ward,Galore Bofando,175,-210,Blue,Stefan Struve,Andrei Arlovski,-185,160,Blue,54.05405405,160
1311,Danny Henry,Daniel Teymur,150,-170,Red,Cat Zingano,Ketlen Vieira,175,-210,Blue,175,47.61904762
1312,Brett Johns,Albert Morales,-350,290,Red,Ashley Yoder,Mackenzie Dern,390,-490,Blue,390,20.40816327
1313,Leslie Smith,Amanda Lemos,-225,185,Red,Beneil Dariush,Alexander Hernandez,-420,335,Blue,23.80952381,335
1314,Yoel Romero,Robert Whittaker,110,-130,Blue,John Dodson,Pedro Munhoz,-160,140,Red,62.5,140
1315,Fabricio Werdum,Alistair Overeem,120,-140,Blue,CB Dollaway,Hector Lombard,-110,-110,Red,90.90909091,90.90909091
1316,Daniel Omielanczuk,Curtis Blaydes,470,-640,Blue,Mike Pyle,Zak Ottow,270,-330,Blue,270,30.3030303
1317,Anthony Pettis,Jim Miller,-235,195,Red,Bryan Caraway,Cody Stamann,-105,-115,Blue,95.23809524,86.95652174
1318,Rob Font,Douglas Silva de Andrade,-265,225,Red,Jordan Johnson,Adam Milstead,-255,215,Red,39.21568627,215
1319,Travis Browne,Aleksei Oleinik,-290,245,Blue,Josh Emmett,Jeremy Stephens,110,-130,Blue,110,76.92307692
1320,Chad Laprise,Brian Camozzi,-550,425,Red,Jessica Andrade,Tecia Torres,-250,210,Red,40,210
1321,Thiago Santos,Gerald Meerschaert,-160,140,Red,Ovince Saint Preux,Ilir Latifi,-165,145,Blue,60.60606061,145
1322,Jordan Mein,Belal Muhammad,115,-135,Blue,Mike Perry,Max Griffin,-300,250,Blue,33.33333333,250
1323,Cody Stamann,Terrion Ware,-245,205,Red,Renan Barao,Brian Kelleher,-165,145,Blue,60.60606061,145
1324,Trevin Giles,James Bochnovic,-250,210,Red,Sara McMann,Marion Reneau,-190,165,Blue,52.63157895,165
1325,Michael Johnson,Justin Gaethje,-165,145,Blue,Maryna Moroz,Angela Hill,130,-150,Blue,130,66.66666667
1326,Dhiego Lima,Jesse Taylor,150,-170,Blue,Ben Saunders,Alan Jouban,210,-250,Blue,210,40
1327,Jared Cannonier,Nick Roehrick,-350,290,Red,Sam Alvey,Marcin Prachnio,180,-220,Red,180,45.45454545
1328,Brad Tavares,Elias Theodorou,-115,-105,Red,Rani Yahya,Russell Doane,-220,180,Red,45.45454545,180
1329,Jordan Johnson,Marcel Fortuna,-190,165,Red,Eric Shelton,Alex Perez,-140,120,Blue,71.42857143,120
1330,Angela Hill,Ashley Yoder,-340,280,Red,Albert Morales,Manny Bermudez,155,-175,Blue,155,57.14285714
1331,James Krause,Tom Gallicchio,-550,425,Red,Donald Cerrone,Yancy Medeiros,100,-120,Red,100,83.33333333
1332,Ed Herman,CB Dollaway,125,-145,Blue,Derrick Lewis,Marcin Tybura,-110,-110,Red,90.90909091,90.90909091
1333,Tecia Torres,Juliana Lima,-470,375,Red,James Vick,Francisco Trinaldo,-210,175,Red,47.61904762,175
1334,Gray Maynard,Teruto Ishihara,285,-345,Red,Thiago Alves,Curtis Millender,-150,130,Blue,66.66666667,130
1335,Michael Chiesa,Kevin Lee,125,-145,Blue,Steven Peterson,Brandon Davis,130,-150,Blue,130,66.66666667
1336,Tim Boetsch,Johny Hendricks,125,-145,Red,Sage Northcutt,Thibault Gouti,-375,313,Red,26.66666667,313
1337,Felice Herrig,Justine Kish,140,-160,Red,Jared Gordon,Diego Ferreira,-175,155,Blue,57.14285714,155
1338,Tim Means,Alex Garcia,-310,255,Red,Geoff Neal,Brian Camozzi,-210,175,Red,47.61904762,175
1339,BJ Penn,Dennis Siver,115,-135,Blue,Roberto Sanchez,Joby Sanchez,135,-145,Red,135,68.96551724
1340,Clay Guida,Erik Koch,290,-350,Red,Sarah Moras,Lucie Pudilova,130,-150,Blue,130,66.66666667
1341,Vitor Miranda,Marvin Vettori,315,-380,Blue,Joshua Burkman,Alex Morono,300,-360,Blue,300,27.77777778
1342,Devin Powell,Darrell Horcher,360,-450,Blue,Oskar Piechota,Tim Williams,-340,280,Red,29.41176471,280
1343,Jared Gordon,Michel Quinones,-135,115,Red,Yoel Romero,Luke Rockhold,160,-185,Red,160,54.05405405
1344,Anthony Rocco Martin,Johnny Case,-125,105,Red,Mark Hunt,Curtis Blaydes,165,-190,Blue,165,52.63157895
1345,Josh Stansbury,Jeremy Kimball,-160,140,Blue,Tai Tuivasa,Cyril Asker,-275,235,Red,36.36363636,235
1346,Holly Holm,Bethe Correia,-570,435,Red,Jake Matthews,Li Jingliang,125,-145,Red,125,68.96551724
1347,Andrei Arlovski,Marcin Tybura,190,-230,Blue,Tyson Pedro,Saparbeg Safarov,-300,250,Red,33.33333333,250
1348,Dong Hyun Kim,Colby Covington,200,-240,Blue,Damien Brown,Dong Hyun Ma,115,-135,Blue,115,74.07407407
1349,Tarec Saffiedine,Rafael Dos Anjos,170,-200,Blue,Rob Wilkinson,Israel Adesanya,305,-365,Blue,305,27.39726027
1350,Takanori Gomi,Jon Tuck,325,-360,Blue,Alexander Volkanovski,Jeremy Kennedy,-200,170,Red,50,170
1351,Cyril Asker,Walt Harris,300,-360,Blue,Jussier Formiga,Ben Nguyen,-110,-110,Red,90.90909091,90.90909091
1352,Alex Caceres,Rolando Dy,-320,260,Red,Ross Pearson,Mizuto Hirota,-160,140,Red,62.5,140
1353,Justin Scoggins,Ulka Sasaki,-525,415,Blue,Teruto Ishihara,Jose Quinonez,135,-155,Blue,135,64.51612903
1354,Kwan Ho Kwak,Russell Doane,-120,100,Blue,Luke Jumeau,Daichi Abe,140,-160,Red,140,62.5
1355,Naoki Inoue,Carls John De Tomas,-275,235,Red,Lyoto Machida,Eryk Anders,205,-245,Red,205,40.81632653
1356,Ji Yeon Kim,Lucie Pudilova,100,-120,Blue,Valentina Shevchenko,Priscila Cachoeira,-1100,700,Red,9.090909091,700
1357,Derrick Lewis,Mark Hunt,-150,130,Blue,Michel Prazeres,Desmond Green,-120,100,Red,83.33333333,100
1358,Derek Brunson,Daniel Kelly,-250,210,Red,Tim Johnson,Marcelo Golm,150,-170,Red,150,58.82352941
1359,Dan Hooker,Ross Pearson,-145,125,Red,Douglas Silva de Andrade,Marlon Vera,165,-190,Red,165,52.63157895
1360,Ion Cutelaba,Henrique da Silva,-305,275,Red,Thiago Santos,Anthony Smith,-255,215,Red,39.21568627,215
1361,Tim Elliott,Ben Nguyen,-170,160,Blue,Sergio Moraes,Tim Means,173,-205,Red,173,48.7804878
1362,Alexander Volkanovski,Mizuto Hirota,-580,440,Red,Alan Patrick,Damir Hadzovic,-240,200,Red,41.66666667,200
1363,Damien Brown,Vinc Pichel,105,-125,Blue,Maia Stevenson,Polyana Viana,350,-440,Blue,350,22.72727273
1364,Luke Jumeau,Dominique Steele,175,-210,Red,Iuri Alcantara,Joe Soto,-120,100,Red,83.33333333,100
1365,John Moraga,Ashkan Mokhtarian,-210,175,Red,Deiveson Figueiredo,Joseph Morales,110,-130,Red,110,76.92307692
1366,Kiichi Kunimoto,Zak Ottow,310,-370,Blue,Jacare Souza,Derek Brunson,120,-140,Red,120,71.42857143
1367,JJ Aldrich,Chanmi Jeon,-200,170,Red,Dennis Bermudez,Andre Fili,-150,130,Blue,66.66666667,130
1368,Jose Aldo,Max Holloway,-145,125,Blue,Jordan Rinaldi,Gregor Gillespie,425,-550,Blue,425,18.18181818
1369,Claudia Gadelha,Karolina Kowalkiewicz,-280,240,Red,Drew Dober,Frank Camacho,-140,120,Red,71.42857143,120
1370,Vitor Belfort,Nate Marquardt,-180,158,Red,Erik Koch,Bobby Green,155,-175,Blue,155,57.14285714
1371,Paulo Costa,Oluwale Bamgbose,-265,225,Red,Mirsad Bektic,Godofredo Pepey,-550,425,Red,18.18181818,425
1372,Erick Silva,Yancy Medeiros,120,-140,Blue,Katlyn Chookagian,Mara Romero Borella,-190,165,Red,52.63157895,165
1373,Raphael Assuncao,Marlon Moraes,220,-260,Red,Randa Markos,Juliana Lima,-155,135,Red,64.51612903,135
1374,Johnny Eduardo,Matthew Lopez,-110,-110,Blue,Justine Kish,Ji Yeon Kim,-160,140,Blue,62.5,140
1375,Iuri Alcantara,Brian Kelleher,-380,315,Blue,Vinc Pichel,Joaquim Silva,110,-130,Red,110,76.92307692
1376,Viviane Pereira,Jamie Moyle,-180,158,Red,Niko Price,George Sullivan,-365,305,Red,27.39726027,305
1377,Luan Chagas,Jimmy Wallhead,-260,220,Red,Austin Arnett,Cory Sandhagen,170,-200,Blue,170,50
1378,Alexander Gustafsson,Glover Teixeira,-300,250,Red,Stipe Miocic,Francis Ngannou,150,-170,Red,150,58.82352941
1379,Volkan Oezdemir,Misha Cirkunov,375,-470,Red,Daniel Cormier,Volkan Oezdemir,-345,285,Red,28.98550725,285
1380,Peter Sobotta,Ben Saunders,-135,115,Red,Calvin Kattar,Shane Burgos,190,-230,Red,190,43.47826087
1381,Abdul Razak Alhassan,Omari Akhmedov,-275,235,Blue,Gian Villante,Francimar Barroso,-155,135,Red,64.51612903,135
1382,Oliver Enkamp,Nordine Taleb,275,-335,Blue,Thomas Almeida,Rob Font,-145,125,Blue,68.96551724,125
1383,Jack Hermansson,Alex Nicholson,-165,145,Red,Kyle Bochniak,Brandon Davis,120,-140,Red,120,71.42857143
1384,Pedro Munhoz,Damian Stasiak,-670,485,Red,Sabah Homasi,Abdul Razak Alhassan,168,-195,Blue,168,51.28205128
1385,Trevor Smith,Chris Camozzi,130,-150,Red,Dustin Ortiz,Alexandre Pantoja,-135,115,Red,74.07407407,115
1386,Reza Madadi,Joaquim Silva,135,-155,Blue,Dan Ige,Julio Arce,120,-140,Blue,120,71.42857143
1387,Nico Musoke,Bojan Velickovic,-130,110,Blue,Matt Bessette,Enrique Barzola,245,-290,Blue,245,34.48275862
1388,Darren Till,Jessin Ayari,-275,235,Red,Islam Makhachev,Gleison Tibau,-290,245,Red,34.48275862,245
1389,Marcin Held,Damir Hadzovic,-290,245,Blue,Jeremy Stephens,Dooho Choi,145,-165,Red,145,60.60606061
1390,Stipe Miocic,Junior Dos Santos,-165,145,Red,Paige VanZant,Jessica-Rose Clark,-120,100,Blue,83.33333333,100
1391,Joanna Jedrzejczyk,Jessica Andrade,-190,165,Red,Kamaru Usman,Emil Meek,-750,525,Red,13.33333333,525
1392,Demian Maia,Jorge Masvidal,-115,-105,Red,Darren Elkins,Michael Johnson,175,-210,Red,175,47.61904762
1393,Frankie Edgar,Yair Rodriguez,-140,120,Red,James Krause,Alex White,-180,158,Red,55.55555556,158
1394,Krzysztof Jotko,David Branch,-170,150,Blue,Matt Frevola,Polo Reyes,-200,185,Blue,50,185
1395,Eddie Alvarez,Dustin Poirier,110,-130,Draw,Talita Bernardo,Irene Aldana,115,-135,Blue,115,74.07407407
1396,Chas Skelly,Jason Knight,-110,-110,Blue,Kyung Ho Kang,Guido Cannetti,-290,245,Red,34.48275862,245
1397,Chase Sherman,Rashad Coulter,-110,-110,Red,Kalindra Faria,Jessica Eye,115,-135,Blue,115,74.07407407
1398,James Vick,Polo Reyes,-355,320,Red,Danielle Taylor,JJ Aldrich,110,-130,Blue,110,76.92307692
1399,Jessica Aguilar,Cortney Casey,140,-160,Blue,Mads Burnell,Mike Santiago,165,-190,Red,165,52.63157895
1400,Gabriel Benitez,Enrique Barzola,-135,115,Blue,Cris Cyborg,Holly Holm,-325,265,Red,30.76923077,265
1401,Joachim Christensen,Gadzhimurad Antigulov,315,-380,Blue,Khabib Nurmagomedov,Edson Barboza,-410,330,Red,24.3902439,330
1402,Cub Swanson,Artem Lobov,-600,450,Red,Dan Hooker,Marc Diakiese,165,-190,Red,165,52.63157895
1403,Al Iaquinta,Diego Sanchez,-420,335,Red,Cynthia Calvillo,Carla Esparza,-220,180,Blue,45.45454545,180
1404,Ovince Saint Preux,Marcos Rogerio de Lima,-160,140,Red,Carlos Condit,Neil Magny,-130,110,Blue,76.92307692,110
1405,John Dodson,Eddie Wineland,-400,325,Red,Myles Jury,Rick Glenn,-175,155,Red,57.14285714,155
1406,Joe Lauzon,Stevie Ray,145,-165,Blue,Louis Smolka,Matheus Nicolau,170,-200,Blue,170,50
1407,Jake Ellenberger,Mike Perry,105,-125,Blue,Tim Elliott,Mark De La Rosa,-190,165,Red,52.63157895,165
1408,Thales Leites,Sam Alvey,-125,105,Red,Robbie Lawler,Rafael Dos Anjos,105,-125,Blue,105,80
1409,Dustin Ortiz,Brandon Moreno,-120,100,Blue,Ricardo Lamas,Josh Emmett,-290,245,Blue,34.48275862,245
1410,Scott Holtzman,Michael McBride,-280,240,Red,Santiago Ponzinibbio,Mike Perry,-155,135,Red,64.51612903,135
1411,Jessica Penne,Danielle Taylor,-110,-110,Blue,Glover Teixeira,Misha Cirkunov,125,-145,Red,125,68.96551724
1412,Alexis Davis,Cindy Dandois,-290,245,Red,Jared Cannonier,Jan Blachowicz,-190,165,Blue,52.63157895,165
1413,Bryan Barberena,Joe Proctor,-330,270,Red,Julian Marquez,Darren Stewart,-340,280,Red,29.41176471,280
1414,Hector Sandoval,Matt Schnell,130,-150,Red,Chad Laprise,Galore Bofando,-145,125,Red,68.96551724,125
1415,Demetrious Johnson,Wilson Reis,-1100,700,Red,Nordine Taleb,Danny Roberts,-155,135,Red,64.51612903,135
1416,Rose Namajunas,Michelle Waterson,110,-130,Red,John Makdessi,Abel Trujillo,125,-145,Red,125,68.96551724
1417,Jacare Souza,Robert Whittaker,-265,225,Blue,Alessio Di Chirico,Oluwale Bamgbose,-160,140,Red,62.5,140
1418,Jeremy Stephens,Renato Moicano,-170,150,Blue,Jordan Mein,Erick Silva,-160,140,Red,62.5,140
1419,Alexander Volkov,Roy Nelson,-155,135,Red,Cub Swanson,Brian Ortega,100,-120,Blue,100,83.33333333
1420,Patrick Williams,Tom Duquesnoy,650,-1000,Blue,Jason Knight,Gabriel Benitez,-330,270,Blue,30.3030303,270
1421,Bobby Green,Rashid Magomedov,270,-330,Blue,Marlon Moraes,Aljamain Sterling,-145,135,Red,68.96551724,135
1422,Louis Smolka,Tim Elliott,160,-185,Blue,Scott Holtzman,Darrell Horcher,-145,125,Red,68.96551724,125
1423,Aljamain Sterling,Augusto Mendes,-400,325,Red,Eryk Anders,Markus Perez,-470,375,Red,21.27659574,375
1424,Devin Clark,Jake Collier,-140,120,Red,Albert Morales,Benito Lopez,105,-125,Blue,105,80
1425,Anthony Smith,Andrew Sanchez,270,-330,Red,Alexis Davis,Liz Carmouche,105,-125,Red,105,80
1426,Zak Cummings,Nathan Coy,-550,425,Red,Luke Sanders,Andre Soukhamthath,-345,285,Blue,28.98550725,285
1427,Ashlee Evans-Smith,Ketlen Vieira,-165,145,Blue,Carls John De Tomas,Alex Perez,335,-420,Blue,335,23.80952381
1428,Daniel Cormier,Anthony Johnson,120,-140,Red,Frankie Saenz,Merab Dvalishvili,165,-190,Red,165,52.63157895
1429,Chris Weidman,Gegard Mousasi,-105,-115,Blue,Alejandro Perez,Iuri Alcantara,155,-175,Red,155,57.14285714
1430,Cynthia Calvillo,Pearl Gonzalez,-280,240,Red,Chris Gruetzemacher,Davi Ramos,325,-400,Blue,325,25
1431,Thiago Alves,Patrick Cote,110,-130,Red,Antonio Braga Neto,Trevin Giles,230,-270,Blue,230,37.03703704
1432,Will Brooks,Charles Oliveira,-220,180,Blue,Max Holloway,Jose Aldo,-260,220,Red,38.46153846,220
1433,Myles Jury,Mike de la Torre,-450,360,Red,Alistair Overeem,Francis Ngannou,210,-230,Blue,210,43.47826087
1434,Kamaru Usman,Sean Strickland,-290,245,Red,Henry Cejudo,Sergio Pettis,-320,260,Red,31.25,260
1435,Shane Burgos,Charles Rosa,-255,215,Red,Eddie Alvarez,Justin Gaethje,150,-170,Red,150,58.82352941
1436,Patrick Cummins,Jan Blachowicz,-105,-115,Red,Tecia Torres,Michelle Waterson,-250,210,Red,40,210
1437,Gregor Gillespie,Andrew Holbrook,-290,245,Red,Charles Oliveira,Paul Felder,-135,115,Blue,74.07407407,115
1438,Josh Emmett,Desmond Green,-200,170,Blue,Alex Oliveira,Yancy Medeiros,-390,320,Blue,25.64102564,320
1439,Katlyn Chookagian,Irene Aldana,-135,115,Red,David Teymur,Drakkar Klose,-130,110,Red,76.92307692,110
1440,Jenel Lausa,Magomed Bibulatov,470,-640,Blue,Felice Herrig,Cortney Casey,-115,-105,Red,86.95652174,95.23809524
1441,Jimi Manuwa,Corey Anderson,-145,125,Red,Amanda Cooper,Angela Magana,-525,415,Red,19.04761905,415
1442,Gunnar Nelson,Alan Jouban,-335,275,Red,Sabah Homasi,Abdul Razak Alhassan,225,-265,Blue,225,37.73584906
1443,Brad Pickett,Marlon Vera,-150,130,Blue,Jeremy Kimball,Dominick Reyes,415,-525,Blue,415,19.04761905
1444,Arnold Allen,Makwan Amirkhani,-115,-105,Red,Justin Willis,Allen Crowder,-230,190,Red,43.47826087,190
1445,Joe Duffy,Reza Madadi,-550,425,Red,Nicco Montano,Roxanne Modafferi,-210,175,Red,47.61904762,175
1446,Darren Stewart,Francimar Barroso,-210,175,Blue,Sean O'Malley,Terrion Ware,-230,190,Red,43.47826087,190
1447,Daniel Omielanczuk,Tim Johnson,170,-200,Blue,Barb Honchak,Lauren Murphy,-240,200,Blue,41.66666667,200
1448,Leon Edwards,Vicente Luque,100,-120,Red,Eric Spicely,Gerald Meerschaert,150,-170,Blue,150,58.82352941
1449,Marc Diakiese,Teemu Packalen,-175,155,Red,Joe Soto,Brett Johns,145,-165,Blue,145,60.60606061
1450,Bradley Scott,Scott Askham,135,-155,Red,Christina Marks,Montana De La Rosa,300,-360,Blue,300,27.77777778
1451,Lina Lansberg,Lucie Pudilova,-400,325,Red,Andrew Sanchez,Ryan Janes,-600,450,Blue,16.66666667,450
1452,Vitor Belfort,Kelvin Gastelum,285,-345,Draw,Karine Gevorgyan,Rachael Ostovich,375,-420,Blue,375,23.80952381
1453,Mauricio Rua,Gian Villante,-155,135,Red,Ariel Beck,Shana Dobson,165,-190,Blue,165,52.63157895
1454,Edson Barboza,Beneil Dariush,-160,140,Red,Gillian Robertson,Emily Whitmire,165,-190,Red,165,52.63157895
1455,Jussier Formiga,Ray Borg,110,-130,Blue,Michael Bisping,Kelvin Gastelum,243,-285,Blue,243,35.0877193
1456,Bethe Correia,Marion Reneau,-110,-110,Draw,Li Jingliang,Zak Ottow,-200,170,Red,50,170
1457,Alex Oliveira,Tim Means,175,-210,Red,Wang Guan,Alex Caceres,120,-140,Red,120,71.42857143
1458,Francisco Trinaldo,Kevin Lee,150,-170,Blue,Muslim Salikhov,Alex Garcia,-220,180,Blue,45.45454545,180
1459,Sergio Moraes,Davi Ramos,-200,170,Red,Zabit Magomedsharipov,Sheymon Moraes,-500,400,Red,20,400
1460,Rani Yahya,Joe Soto,-240,200,Blue,Song Kenan,Bobby Nash,250,-300,Red,250,33.33333333
1461,Michel Prazeres,Joshua Burkman,-300,250,Red,Kailin Curran,Yan Xiaonan,120,-140,Blue,120,71.42857143
1462,Rony Jason,Jeremy Kennedy,105,-125,Blue,Song Yadong,Bharat Kandare,-160,140,Red,62.5,140
1463,Garreth McLellan,Paulo Costa,280,-340,Blue,Chase Sherman,Shamil Abdurakhimov,105,-125,Blue,105,80
1464,Tyron Woodley,Stephen Thompson,120,-140,Red,Wu Yanan,Gina Mazany,-130,120,Blue,76.92307692,120
1465,Lando Vannata,David Teymur,-360,300,Blue,Wuliji Buren,Rolando Dy,140,-150,Blue,140,66.66666667
1466,Rashad Evans,Daniel Kelly,-245,205,Blue,Cyril Asker,Hu Yaozong,-250,210,Red,40,210
1467,Amanda Cooper,Cynthia Calvillo,150,-170,Blue,Fabricio Werdum,Marcin Tybura,-300,250,Red,33.33333333,250
1468,Alistair Overeem,Mark Hunt,-130,110,Red,Bec Rawlings,Jessica-Rose Clark,-130,110,Blue,76.92307692,110
1469,Marcin Tybura,Luis Henrique,-175,155,Red,Tim Means,Belal Muhammad,-210,175,Blue,47.61904762,175
1470,Mirsad Bektic,Darren Elkins,-750,525,Blue,Jake Matthews,Bojan Velickovic,-140,120,Red,71.42857143,120
1471,Iuri Alcantara,Luke Sanders,130,-150,Red,Elias Theodorou,Daniel Kelly,-310,255,Red,32.25806452,255
1472,Mark Godbeer,Daniel Spitz,-145,125,Red,Alexander Volkanovski,Shane Young,-640,470,Red,15.625,470
1473,Tyson Pedro,Paul Craig,-140,120,Red,Ryan Benoit,Ashkan Mokhtarian,-290,245,Red,34.48275862,245
1474,Albert Morales,Andre Soukhamthath,-150,130,Red,Nik Lentz,Will Brooks,345,-430,Red,345,23.25581395
1475,Derrick Lewis,Travis Browne,-105,-115,Red,Rashad Coulter,Tai Tuivasa,155,-175,Blue,155,57.14285714
1476,Johny Hendricks,Hector Lombard,110,-130,Red,Damien Brown,Frank Camacho,105,-125,Blue,105,80
1477,Sam Sicilia,Gavin Tucker,130,-160,Blue,Alex Chambers,Nadia Kassem,170,-200,Blue,170,50
1478,Elias Theodorou,Cezar Ferreira,-105,-115,Red,Jenel Lausa,Eric Shelton,270,-330,Blue,270,30.3030303
1479,Sara McMann,Gina Mazany,-800,550,Red,Anthony Hamilton,Adam Wieczorek,155,-175,Blue,155,57.14285714
1480,Paul Felder,Alessandro Ricci,-370,310,Red,Dustin Poirier,Anthony Pettis,-110,-110,Red,90.90909091,90.90909091
1481,Nordine Taleb,Santiago Ponzinibbio,265,-325,Blue,Matt Brown,Diego Sanchez,-350,290,Red,28.57142857,290
1482,Carla Esparza,Randa Markos,-260,200,Blue,Junior Albini,Andrei Arlovski,-320,260,Blue,31.25,260
1483,Aiemann Zahabi,Reginaldo Vieira,-275,235,Red,Nate Marquardt,Cezar Ferreira,225,-265,Blue,225,37.73584906
1484,Jack Marshman,Thiago Santos,145,-165,Blue,Raphael Assuncao,Matthew Lopez,-370,310,Red,27.02702703,310
1485,Gerald Meerschaert,Ryan Janes,-300,250,Red,Joe Lauzon,Clay Guida,105,-125,Blue,105,80
1486,Holly Holm,Germaine de Randamie,100,-130,Blue,John Dodson,Marlon Moraes,-125,105,Blue,80,105
1487,Anderson Silva,Derek Brunson,100,-120,Red,Tatiana Suarez,Viviane Pereira,-285,243,Red,35.0877193,243
1488,Jacare Souza,Tim Boetsch,-600,450,Red,Sage Northcutt,Michel Quinones,-190,165,Red,52.63157895,165
1489,Glover Teixeira,Jared Cannonier,-230,190,Red,Angela Hill,Nina Ansaroff,-170,150,Blue,58.82352941,150
1490,Dustin Poirier,Jim Miller,-450,360,Red,Court McGee,Sean Strickland,245,-290,Blue,245,34.48275862
1491,Randy Brown,Belal Muhammad,-145,115,Blue,Jake Collier,Marcel Fortuna,215,-255,Red,215,39.21568627
1492,Wilson Reis,Ulka Sasaki,485,-670,Red,Darren Stewart,Karl Roberson,185,-255,Blue,185,39.21568627
1493,Nik Lentz,Islam Makhachev,270,-330,Blue,Michael Bisping,Georges St-Pierre,-120,100,Blue,83.33333333,100
1494,Rick Glenn,Phillipe Nover,-175,155,Red,Cody Garbrandt,TJ Dillashaw,-210,175,Blue,47.61904762,175
1495,Ryan LaFlare,Roan Carneiro,-325,250,Red,Joanna Jedrzejczyk,Rose Namajunas,-700,500,Blue,14.28571429,500
1496,Dennis Bermudez,Chan Sung Jung,-185,160,Blue,Stephen Thompson,Jorge Masvidal,-190,165,Red,52.63157895,165
1497,Alexa Grasso,Felice Herrig,-380,315,Blue,Johny Hendricks,Paulo Costa,305,-365,Blue,305,27.39726027
1498,Abel Trujillo,James Vick,115,-135,Blue,James Vick,Joe Duffy,135,-155,Red,135,64.51612903
1499,Ovince Saint Preux,Volkan Oezdemir,-420,335,Blue,Walt Harris,Mark Godbeer,-370,310,Blue,27.02702703,310
1500,Anthony Hamilton,Marcel Fortuna,-270,230,Blue,Ovince Saint Preux,Corey Anderson,-175,155,Red,57.14285714,155
1501,Jessica Andrade,Angela Hill,-800,550,Red,Randy Brown,Mickey Gall,105,-125,Red,105,80
1502,Adam Milstead,Curtis Blaydes,325,-400,Draw,Aleksei Oleinik,Curtis Blaydes,250,-300,Blue,250,33.33333333
1503,Chas Skelly,Chris Gruetzemacher,-350,290,Red,Aiemann Zahabi,Ricardo Ramos,165,-190,Blue,165,52.63157895
1504,Ricardo Ramos,Michinori Tanaka,105,-125,Red,Derek Brunson,Lyoto Machida,-145,135,Red,68.96551724,135
1505,Tecia Torres,Bec Rawlings,-450,317,Red,Demian Maia,Colby Covington,-120,100,Blue,83.33333333,100
1506,Alex Morono,Niko Price,-105,-115,Draw,Pedro Munhoz,Rob Font,155,-175,Red,155,57.14285714
1507,Daniel Jolly,Khalil Rountree Jr.,145,-185,Blue,Francisco Trinaldo,Jim Miller,-220,180,Red,45.45454545,180
1508,Valentina Shevchenko,Julianna Pena,-185,160,Red,Thiago Santos,Jack Hermansson,-110,-110,Red,90.90909091,90.90909091
1509,Donald Cerrone,Jorge Masvidal,-175,155,Blue,John Lineker,Marlon Vera,-485,385,Red,20.6185567,385
1510,Andrei Arlovski,Francis Ngannou,335,-420,Blue,Vicente Luque,Niko Price,-130,110,Red,76.92307692,110
1511,Alex Caceres,Jason Knight,115,-135,Blue,Antonio Carlos Junior,Jack Marshman,-370,330,Red,27.02702703,330
1512,Nate Marquardt,Sam Alvey,120,-140,Blue,Hacran Dias,Jared Gordon,135,-155,Blue,135,64.51612903
1513,Raphael Assuncao,Aljamain Sterling,-145,125,Red,Elizeu Zaleski dos Santos,Max Griffin,-230,190,Red,43.47826087,190
1514,Bobby Nash,Li Jingliang,110,-130,Blue,Deiveson Figueiredo,Jarred Brooks,125,-145,Red,125,68.96551724
1515,Henrique da Silva,Jordan Johnson,165,-190,Blue,Marcelo Golm,Christian Colombo,-265,225,Red,37.73584906,225
